"Year","Month","Day","Secchi.Depth.m","s.Secchi.Depth.m","People","Notes.Secchi","Source.Secchi","Date","yDay","Source.Color","Secchi.Season","Secchi.Granular.Season"
1975,6,30,3,NA,"B. Vigon",NA,"NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1975-06-30,181,"plum2","post-clearwater","post-clearwater"
1975,7,2,3,NA,"WDNR - Mostly under Richard Lathrop",NA,"NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1975-07-02,183,"plum2","post-clearwater","post-clearwater"
1975,11,26,5,NA,"WDNR - Mostly under Richard Lathrop",NA,"NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1975-11-26,330,"plum2","post-clearwater","post-clearwater"
1976,4,15,3,NA,"WDNR - Mostly under Richard Lathrop",NA,"NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1976-04-15,106,"plum2","pre-clearwater","pre-clearwater"
1976,5,21,8,NA,"WDNR - Mostly under Richard Lathrop",NA,"NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1976-05-21,142,"plum2","clearwater","clearwater #1"
1976,6,10,3,NA,"WDNR - Mostly under Richard Lathrop",NA,"NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1976-06-10,162,"plum2","post-clearwater","post-clearwater"
1977,10,2,2,NA,"University of Wisconsin Limnology Classes","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1977-10-02,275,"plum2",NA,NA
1978,7,11,1,NA,"University of Wisconsin Limnology Classes","1","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1978-07-11,192,"plum2",NA,NA
1978,9,5,1,NA,"University of Wisconsin Limnology Classes","1","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1978-09-05,248,"plum2",NA,NA
1978,9,11,1,NA,"University of Wisconsin Limnology Classes","1","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1978-09-11,254,"plum2",NA,NA
1978,9,12,1,NA,"University of Wisconsin Limnology Classes","1","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1978-09-12,255,"plum2",NA,NA
1981,1,28,3,NA,"WDNR - Mostly under Richard Lathrop",NA,"NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1981-01-28,28,"plum2",NA,NA
1988,4,11,1.2,NA,"WDNR - Mostly under Richard Lathrop","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1988-04-11,102,"plum2","pre-clearwater","pre-clearwater"
1988,4,25,4.8,NA,"WDNR - Mostly under Richard Lathrop","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1988-04-25,116,"plum2","clearwater","clearwater #1"
1988,5,11,8.9,NA,"WDNR - Mostly under Richard Lathrop","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1988-05-11,132,"plum2","clearwater","clearwater #1"
1988,5,25,7.2,NA,"WDNR - Mostly under Richard Lathrop","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1988-05-25,146,"plum2","clearwater","clearwater #1"
1988,6,6,4.8,NA,"WDNR - Mostly under Richard Lathrop","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1988-06-06,158,"plum2","clearwater","clearwater #1"
1988,6,20,2.4,NA,"WDNR - Mostly under Richard Lathrop","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1988-06-20,172,"plum2","post-clearwater","post-clearwater"
1988,7,5,4.6,NA,"WDNR - Mostly under Richard Lathrop","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1988-07-05,187,"plum2","post-clearwater","post-clearwater"
1988,7,17,4.1,NA,"WDNR - Mostly under Richard Lathrop","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1988-07-17,199,"plum2","post-clearwater","post-clearwater"
1988,8,1,2.6,NA,"WDNR - Mostly under Richard Lathrop","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1988-08-01,214,"plum2","post-clearwater","post-clearwater"
1988,8,16,2.8,NA,"WDNR - Mostly under Richard Lathrop","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1988-08-16,229,"plum2","post-clearwater","post-clearwater"
1988,8,30,3.8,NA,"WDNR - Mostly under Richard Lathrop","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1988-08-30,243,"plum2","post-clearwater","post-clearwater"
1988,9,11,4.1,NA,"WDNR - Mostly under Richard Lathrop","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1988-09-11,255,"plum2","post-clearwater","post-clearwater"
1988,9,26,2.3,NA,"WDNR - Mostly under Richard Lathrop","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1988-09-26,270,"plum2","post-clearwater","post-clearwater"
1988,10,26,3.5,NA,"WDNR - Mostly under Richard Lathrop","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1988-10-26,300,"plum2","post-clearwater","post-clearwater"
1988,11,7,4,NA,"WDNR - Mostly under Richard Lathrop","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1988-11-07,312,"plum2","post-clearwater","post-clearwater"
1988,11,22,5,NA,"WDNR - Mostly under Richard Lathrop","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1988-11-22,327,"plum2","post-clearwater","post-clearwater"
1988,12,4,6,NA,"WDNR - Mostly under Richard Lathrop","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1988-12-04,339,"plum2","post-clearwater","post-clearwater"
1989,5,8,8.4,NA,"WDNR - Mostly under Richard Lathrop","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1989-05-08,128,"plum2",NA,NA
1989,5,22,9.3,NA,"WDNR - Mostly under Richard Lathrop","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1989-05-22,142,"plum2",NA,NA
1989,6,5,9.4,NA,"WDNR - Mostly under Richard Lathrop","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1989-06-05,156,"plum2",NA,NA
1995,5,9,2.2,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",1995-05-09,129,"skyblue2","pre-clearwater","pre-clearwater"
1995,5,23,6,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",1995-05-23,143,"skyblue2","clearwater","clearwater #1"
1995,6,6,9.5,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",1995-06-06,157,"skyblue2","clearwater","clearwater #1"
1995,6,21,4.5,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",1995-06-21,172,"skyblue2","clearwater","clearwater #1"
1995,7,6,2.2,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",1995-07-06,187,"skyblue2","post-clearwater","post-clearwater"
1995,7,18,2,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",1995-07-18,199,"skyblue2","post-clearwater","post-clearwater"
1995,8,2,1.8,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",1995-08-02,214,"skyblue2","post-clearwater","post-clearwater"
1995,8,14,1.6,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",1995-08-14,226,"skyblue2","post-clearwater","post-clearwater"
1995,8,30,1.9,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",1995-08-30,242,"skyblue2","post-clearwater","post-clearwater"
1995,9,11,3.1,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",1995-09-11,254,"skyblue2","post-clearwater","post-clearwater"
1995,9,25,2.3,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",1995-09-25,268,"skyblue2","post-clearwater","post-clearwater"
1995,10,11,3.3,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",1995-10-11,284,"skyblue2","post-clearwater","post-clearwater"
1995,10,25,2.9,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",1995-10-25,298,"skyblue2","post-clearwater","post-clearwater"
1995,11,10,2,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",1995-11-10,314,"skyblue2","post-clearwater","post-clearwater"
1996,2,6,4.8,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",1996-02-06,37,"skyblue2","pre-clearwater","pre-clearwater"
1996,4,9,1.9,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",1996-04-09,100,"skyblue2","pre-clearwater","pre-clearwater"
1996,4,17,2.2,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",1996-04-17,108,"skyblue2","pre-clearwater","pre-clearwater"
1996,5,1,5,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",1996-05-01,122,"skyblue2","clearwater","clearwater #1"
1996,5,4,12,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",1996-05-04,125,"skyblue2","clearwater","clearwater #1"
1996,5,14,8.1,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",1996-05-14,135,"skyblue2","clearwater","clearwater #1"
1996,5,28,5.3,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",1996-05-28,149,"skyblue2","clearwater","mid-clearwater bloom"
1996,6,10,5.3,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",1996-06-10,162,"skyblue2","clearwater","mid-clearwater bloom"
1996,6,26,7.8,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",1996-06-26,178,"skyblue2","clearwater","clearwater #2"
1996,7,8,2.7,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",1996-07-08,190,"skyblue2","post-clearwater","post-clearwater"
1996,7,22,1.8,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",1996-07-22,204,"skyblue2","post-clearwater","post-clearwater"
1996,8,5,1.5,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",1996-08-05,218,"skyblue2","post-clearwater","post-clearwater"
1996,8,19,2.1,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",1996-08-19,232,"skyblue2","post-clearwater","post-clearwater"
1996,9,5,2.8,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",1996-09-05,249,"skyblue2","post-clearwater","post-clearwater"
1996,9,16,2.2,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",1996-09-16,260,"skyblue2","post-clearwater","post-clearwater"
1996,10,16,4.6,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",1996-10-16,290,"skyblue2","post-clearwater","post-clearwater"
1996,11,8,4,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",1996-11-08,313,"skyblue2","post-clearwater","post-clearwater"
1996,11,25,3.6,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",1996-11-25,330,"skyblue2","post-clearwater","post-clearwater"
1997,1,14,3.5,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",1997-01-14,14,"skyblue2","pre-clearwater","pre-clearwater"
1997,2,17,4.9,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",1997-02-17,48,"skyblue2","pre-clearwater","pre-clearwater"
1997,4,9,2.7,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",1997-04-09,99,"skyblue2","pre-clearwater","pre-clearwater"
1997,4,21,3.3,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",1997-04-21,111,"skyblue2","pre-clearwater","pre-clearwater"
1997,5,2,3.2,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",1997-05-02,122,"skyblue2","pre-clearwater","pre-clearwater"
1997,5,13,6.2,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",1997-05-13,133,"skyblue2","clearwater","clearwater #1"
1997,5,28,4.1,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",1997-05-28,148,"skyblue2","clearwater","mid-clearwater bloom"
1997,6,11,5.6,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",1997-06-11,162,"skyblue2","clearwater","clearwater #2"
1997,6,25,4.3,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",1997-06-25,176,"skyblue2","clearwater","clearwater #2"
1997,7,9,4.3,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",1997-07-09,190,"skyblue2","clearwater","clearwater #2"
1997,7,24,2.8,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",1997-07-24,205,"skyblue2","post-clearwater","post-clearwater"
1997,8,6,2.8,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",1997-08-06,218,"skyblue2","post-clearwater","post-clearwater"
1997,8,18,2.8,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",1997-08-18,230,"skyblue2","post-clearwater","post-clearwater"
1997,9,2,2.6,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",1997-09-02,245,"skyblue2","post-clearwater","post-clearwater"
1997,10,1,2,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",1997-10-01,274,"skyblue2","post-clearwater","post-clearwater"
1997,10,30,2.8,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",1997-10-30,303,"skyblue2","post-clearwater","post-clearwater"
1997,11,30,5.7,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",1997-11-30,334,"skyblue2","post-clearwater","post-clearwater"
1998,2,6,13.4,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",1998-02-06,37,"skyblue2","pre-clearwater","pre-clearwater"
1998,3,6,3,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",1998-03-06,65,"skyblue2","pre-clearwater","pre-clearwater"
1998,3,13,2.1,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",1998-03-13,72,"skyblue2","pre-clearwater","pre-clearwater"
1998,3,26,2.5,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",1998-03-26,85,"skyblue2","pre-clearwater","pre-clearwater"
1998,4,10,3.1,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",1998-04-10,100,"skyblue2","pre-clearwater","pre-clearwater"
1998,4,24,1.2,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",1998-04-24,114,"skyblue2","pre-clearwater","pre-clearwater"
1998,5,11,11.1,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",1998-05-11,131,"skyblue2","clearwater","clearwater #1"
1998,5,28,4.1,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",1998-05-28,148,"skyblue2","clearwater","mid-clearwater bloom"
1998,6,8,6.5,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",1998-06-08,159,"skyblue2","clearwater","clearwater #2"
1998,6,22,3.8,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",1998-06-22,173,"skyblue2","clearwater","clearwater #2"
1998,7,6,2,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",1998-07-06,187,"skyblue2","post-clearwater","post-clearwater"
1998,7,23,1.8,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",1998-07-23,204,"skyblue2","post-clearwater","post-clearwater"
1998,8,2,2.1,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",1998-08-02,214,"skyblue2","post-clearwater","post-clearwater"
1998,8,18,1.8,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",1998-08-18,230,"skyblue2","post-clearwater","post-clearwater"
1998,9,2,2.2,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",1998-09-02,245,"skyblue2","post-clearwater","post-clearwater"
1998,9,28,3.6,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",1998-09-28,271,"skyblue2","post-clearwater","post-clearwater"
1998,10,27,2.9,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",1998-10-27,300,"skyblue2","post-clearwater","post-clearwater"
1998,11,23,4,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",1998-11-23,327,"skyblue2","post-clearwater","post-clearwater"
1999,1,25,7.1,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",1999-01-25,25,"skyblue2","pre-clearwater","pre-clearwater"
1999,2,22,7.2,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",1999-02-22,53,"skyblue2","pre-clearwater","pre-clearwater"
1999,3,29,2.5,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",1999-03-29,88,"skyblue2","pre-clearwater","pre-clearwater"
1999,4,12,7,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",1999-04-12,102,"skyblue2","clearwater","clearwater #1"
1999,4,26,10.5,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",1999-04-26,116,"skyblue2","clearwater","clearwater #1"
1999,5,10,5.3,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",1999-05-10,130,"skyblue2","clearwater","mid-clearwater bloom"
1999,5,26,5.7,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",1999-05-26,146,"skyblue2","clearwater","mid-clearwater bloom"
1999,6,7,7.2,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",1999-06-07,158,"skyblue2","clearwater","clearwater #2"
1999,6,21,2.6,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",1999-06-21,172,"skyblue2","post-clearwater","post-clearwater"
1999,7,6,2,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",1999-07-06,187,"skyblue2","post-clearwater","post-clearwater"
1999,7,19,2.1,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",1999-07-19,200,"skyblue2","post-clearwater","post-clearwater"
1999,8,2,2.4,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",1999-08-02,214,"skyblue2","post-clearwater","post-clearwater"
1999,8,16,2.4,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",1999-08-16,228,"skyblue2","post-clearwater","post-clearwater"
1999,8,30,2.4,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",1999-08-30,242,"skyblue2","post-clearwater","post-clearwater"
1999,9,27,2.3,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",1999-09-27,270,"skyblue2","post-clearwater","post-clearwater"
1999,10,7,2,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",1999-10-07,280,"skyblue2","post-clearwater","post-clearwater"
1999,10,26,2,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",1999-10-26,299,"skyblue2","post-clearwater","post-clearwater"
1999,11,22,3.5,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",1999-11-22,326,"skyblue2","post-clearwater","post-clearwater"
2000,1,24,4.5,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",2000-01-24,24,"skyblue2","pre-clearwater","pre-clearwater"
2000,2,28,8.8,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",2000-02-28,59,"skyblue2","pre-clearwater","pre-clearwater"
2000,3,13,5,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",2000-03-13,73,"skyblue2","pre-clearwater","pre-clearwater"
2000,3,29,2.5,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",2000-03-29,89,"skyblue2","pre-clearwater","pre-clearwater"
2000,4,10,3.1,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",2000-04-10,101,"skyblue2","pre-clearwater","pre-clearwater"
2000,4,25,6.2,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",2000-04-25,116,"skyblue2","clearwater","clearwater #1"
2000,5,9,4.5,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",2000-05-09,130,"skyblue2","clearwater","clearwater #1"
2000,5,22,5.5,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",2000-05-22,143,"skyblue2","clearwater","clearwater #1"
2000,6,6,3,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",2000-06-06,158,"skyblue2","clearwater","mid-clearwater bloom"
2000,6,19,4.1,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",2000-06-19,171,"skyblue2","clearwater","clearwater #2"
2000,7,3,4,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",2000-07-03,185,"skyblue2","clearwater","clearwater #2"
2000,7,17,1.3,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",2000-07-17,199,"skyblue2","post-clearwater","post-clearwater"
2000,7,31,1.9,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",2000-07-31,213,"skyblue2","post-clearwater","post-clearwater"
2000,8,16,1.4,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",2000-08-16,229,"skyblue2","post-clearwater","post-clearwater"
2000,8,28,1.2,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",2000-08-28,241,"skyblue2","post-clearwater","post-clearwater"
2000,9,25,2.4,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",2000-09-25,269,"skyblue2","post-clearwater","post-clearwater"
2000,10,24,5.2,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",2000-10-24,298,"skyblue2","post-clearwater","post-clearwater"
2000,11,28,4.3,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",2000-11-28,333,"skyblue2","post-clearwater","post-clearwater"
2001,1,17,5.6,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",2001-01-17,17,"skyblue2","pre-clearwater","pre-clearwater"
2001,3,7,2.5,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",2001-03-07,66,"skyblue2","pre-clearwater","pre-clearwater"
2001,4,10,3,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",2001-04-10,100,"skyblue2","pre-clearwater","pre-clearwater"
2001,4,23,2.5,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",2001-04-23,113,"skyblue2","pre-clearwater","pre-clearwater"
2001,5,7,9,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",2001-05-07,127,"skyblue2","clearwater","clearwater #1"
2001,5,21,4.3,NA,"not recorded",NA,"NTL-LTER: 1995-2020 secchi depths, EDI package ID knb-lter-ntl.31.30",2001-05-21,141,"skyblue2","clearwater","mid-clearwater bloom"
